dataset,caso,n,m,metodo,memSize,porcentajeVecindad,iteraciones,tiempo,costo
2425,random-HI-425,50,1225,HI,0,0,0,0.101128,826
2426,random-HI-426,50,1225,HI,0,0,0,0.100232,698
2427,random-HI-427,50,1225,HI,0,0,0,0.097595,741
2428,random-HI-428,50,1225,HI,0,0,0,0.102462,714
2429,random-HI-429,50,1225,HI,0,0,0,0.095253,673
2430,random-HI-430,50,1225,HI,0,0,0,0.09792,708
2431,random-HI-431,50,1225,HI,0,0,0,0.101221,638
2432,random-HI-432,50,1225,HI,0,0,0,0.095796,604
2433,random-HI-433,50,1225,HI,0,0,0,0.096914,706
2434,random-HI-434,50,1225,HI,0,0,0,0.097591,647
2435,random-HI-435,50,1225,HI,0,0,0,0.100776,780
2436,random-HI-436,50,1225,HI,0,0,0,0.095179,740
2437,random-HI-437,50,1225,HI,0,0,0,0.09515,695
2438,random-HI-438,50,1225,HI,0,0,0,0.099563,719
2439,random-HI-439,50,1225,HI,0,0,0,0.095351,729
2440,random-HI-440,50,1225,HI,0,0,0,0.09475,482
2441,random-HI-441,50,1225,HI,0,0,0,0.093305,687
2442,random-HI-442,50,1225,HI,0,0,0,0.096202,716
2443,random-HI-443,50,1225,HI,0,0,0,0.0932,778
2444,random-HI-444,50,1225,HI,0,0,0,0.09421,967
2445,random-HI-445,50,1225,HI,0,0,0,0.096648,671
2446,random-HI-446,50,1225,HI,0,0,0,0.095716,721
2447,random-HI-447,50,1225,HI,0,0,0,0.095342,655
2448,random-HI-448,50,1225,HI,0,0,0,0.098981,753
2449,random-HI-449,50,1225,HI,0,0,0,0.094074,725
2450,random-HI-450,50,1225,HI,0,0,0,0.093224,745
2451,random-HI-451,50,1225,HI,0,0,0,0.094346,879
2452,random-HI-452,50,1225,HI,0,0,0,0.093006,647
2453,random-HI-453,50,1225,HI,0,0,0,0.095094,845
2454,random-HI-454,50,1225,HI,0,0,0,0.16425,669
2455,random-HI-455,50,1225,HI,0,0,0,0.099684,654
2456,random-HI-456,50,1225,HI,0,0,0,0.095916,640
2457,random-HI-457,50,1225,HI,0,0,0,0.0993,788
2458,random-HI-458,50,1225,HI,0,0,0,0.093683,873
2459,random-HI-459,50,1225,HI,0,0,0,0.099748,715
2460,random-HI-460,50,1225,HI,0,0,0,0.096485,624
2461,random-HI-461,50,1225,HI,0,0,0,0.09508,620
2462,random-HI-462,50,1225,HI,0,0,0,0.096142,907
2463,random-HI-463,50,1225,HI,0,0,0,0.096,598
2464,random-HI-464,50,1225,HI,0,0,0,0.094161,759
2465,random-HI-465,50,1225,HI,0,0,0,0.092617,680
2466,random-HI-466,50,1225,HI,0,0,0,0.092557,684
2467,random-HI-467,50,1225,HI,0,0,0,0.092143,646
2468,random-HI-468,50,1225,HI,0,0,0,0.092586,833
2469,random-HI-469,50,1225,HI,0,0,0,0.096018,742
2470,random-HI-470,50,1225,HI,0,0,0,0.090273,706
2471,random-HI-471,50,1225,HI,0,0,0,0.097307,871
2472,random-HI-472,50,1225,HI,0,0,0,0.097451,735
2473,random-HI-473,50,1225,HI,0,0,0,0.098158,748
2474,random-HI-474,50,1225,HI,0,0,0,0.094163,629
2475,random-HI-475,50,1225,HI,0,0,0,0.09709,788
2476,random-HI-476,50,1225,HI,0,0,0,0.098325,644
2477,random-HI-477,50,1225,HI,0,0,0,0.100694,736
2478,random-HI-478,50,1225,HI,0,0,0,0.10069,714
2479,random-HI-479,50,1225,HI,0,0,0,0.097739,655
2480,random-HI-480,50,1225,HI,0,0,0,0.097456,510
2481,random-HI-481,50,1225,HI,0,0,0,0.096671,492
2482,random-HI-482,50,1225,HI,0,0,0,0.099619,704
2483,random-HI-483,50,1225,HI,0,0,0,0.094792,672
2484,random-HI-484,50,1225,HI,0,0,0,0.095034,630
2485,random-HI-485,50,1225,HI,0,0,0,0.096166,662
2486,random-HI-486,50,1225,HI,0,0,0,0.091229,711
2487,random-HI-487,50,1225,HI,0,0,0,0.096465,776
2488,random-HI-488,50,1225,HI,0,0,0,0.096941,596
2489,random-HI-489,50,1225,HI,0,0,0,0.093986,784
2490,random-HI-490,50,1225,HI,0,0,0,0.097709,834
2491,random-HI-491,50,1225,HI,0,0,0,0.093858,753
2492,random-HI-492,50,1225,HI,0,0,0,0.095665,856
2493,random-HI-493,50,1225,HI,0,0,0,0.096451,836
2494,random-HI-494,50,1225,HI,0,0,0,0.101368,617
2495,random-HI-495,50,1225,HI,0,0,0,0.097143,601
2496,random-HI-496,50,1225,HI,0,0,0,0.097184,703
2497,random-HI-497,50,1225,HI,0,0,0,0.095247,732
2498,random-HI-498,50,1225,HI,0,0,0,0.09426,624
2499,random-HI-499,50,1225,HI,0,0,0,0.096079,718
2500,random-HI-500,60,1770,HI,0,0,0,0.156995,945
2501,random-HI-501,60,1770,HI,0,0,0,0.161393,943
2502,random-HI-502,60,1770,HI,0,0,0,0.164551,923
2503,random-HI-503,60,1770,HI,0,0,0,0.159097,1014
2504,random-HI-504,60,1770,HI,0,0,0,0.159272,859
2505,random-HI-505,60,1770,HI,0,0,0,0.157947,910
2506,random-HI-506,60,1770,HI,0,0,0,0.161092,829
2507,random-HI-507,60,1770,HI,0,0,0,0.161355,1076
2508,random-HI-508,60,1770,HI,0,0,0,0.158361,932
2509,random-HI-509,60,1770,HI,0,0,0,0.155978,1092
2510,random-HI-510,60,1770,HI,0,0,0,0.160337,958
2511,random-HI-511,60,1770,HI,0,0,0,0.157446,765
2512,random-HI-512,60,1770,HI,0,0,0,0.16022,911
2513,random-HI-513,60,1770,HI,0,0,0,0.153648,954
2514,random-HI-514,60,1770,HI,0,0,0,0.155502,937
2515,random-HI-515,60,1770,HI,0,0,0,0.156444,1067
2516,random-HI-516,60,1770,HI,0,0,0,0.156082,773
2517,random-HI-517,60,1770,HI,0,0,0,0.153094,984
2518,random-HI-518,60,1770,HI,0,0,0,0.157562,733
2519,random-HI-519,60,1770,HI,0,0,0,0.151697,980
2520,random-HI-520,60,1770,HI,0,0,0,0.157264,966
2521,random-HI-521,60,1770,HI,0,0,0,0.161752,944
2522,random-HI-522,60,1770,HI,0,0,0,0.158117,1015
2523,random-HI-523,60,1770,HI,0,0,0,0.153065,800
2524,random-HI-524,60,1770,HI,0,0,0,0.162055,865
2525,random-HI-525,60,1770,HI,0,0,0,0.16166,927
2526,random-HI-526,60,1770,HI,0,0,0,0.161172,993
2527,random-HI-527,60,1770,HI,0,0,0,0.157995,904
2528,random-HI-528,60,1770,HI,0,0,0,0.154192,1003
2529,random-HI-529,60,1770,HI,0,0,0,0.158095,1065
2530,random-HI-530,60,1770,HI,0,0,0,0.1543,941
2531,random-HI-531,60,1770,HI,0,0,0,0.156481,1018
2532,random-HI-532,60,1770,HI,0,0,0,0.160559,903
2533,random-HI-533,60,1770,HI,0,0,0,0.157911,859
2534,random-HI-534,60,1770,HI,0,0,0,0.16289,758
2535,random-HI-535,60,1770,HI,0,0,0,0.159161,837
2536,random-HI-536,60,1770,HI,0,0,0,0.154347,1054
2537,random-HI-537,60,1770,HI,0,0,0,0.161382,1034
2538,random-HI-538,60,1770,HI,0,0,0,0.157319,985
2539,random-HI-539,60,1770,HI,0,0,0,0.154082,859
2540,random-HI-540,60,1770,HI,0,0,0,0.159003,981
2541,random-HI-541,60,1770,HI,0,0,0,0.159228,865
2542,random-HI-542,60,1770,HI,0,0,0,0.159839,826
2543,random-HI-543,60,1770,HI,0,0,0,0.157654,834
2544,random-HI-544,60,1770,HI,0,0,0,0.171072,1093
2545,random-HI-545,60,1770,HI,0,0,0,0.160092,1189
2546,random-HI-546,60,1770,HI,0,0,0,0.158437,1026
2547,random-HI-547,60,1770,HI,0,0,0,0.162689,1006
2548,random-HI-548,60,1770,HI,0,0,0,0.159893,926
2549,random-HI-549,60,1770,HI,0,0,0,0.15974,800
2550,random-HI-550,60,1770,HI,0,0,0,0.162763,843
2551,random-HI-551,60,1770,HI,0,0,0,0.152434,960
2552,random-HI-552,60,1770,HI,0,0,0,0.157406,1017
2553,random-HI-553,60,1770,HI,0,0,0,0.159102,1010
2554,random-HI-554,60,1770,HI,0,0,0,0.158888,826
2555,random-HI-555,60,1770,HI,0,0,0,0.154659,918
2556,random-HI-556,60,1770,HI,0,0,0,0.157056,843
2557,random-HI-557,60,1770,HI,0,0,0,0.159584,839
2558,random-HI-558,60,1770,HI,0,0,0,0.165092,940
2559,random-HI-559,60,1770,HI,0,0,0,0.160401,903
2560,random-HI-560,60,1770,HI,0,0,0,0.16418,797
2561,random-HI-561,60,1770,HI,0,0,0,0.153409,916
2562,random-HI-562,60,1770,HI,0,0,0,0.158939,1089
2563,random-HI-563,60,1770,HI,0,0,0,0.15497,789
2564,random-HI-564,60,1770,HI,0,0,0,0.158586,829
2565,random-HI-565,60,1770,HI,0,0,0,0.158749,821
2566,random-HI-566,60,1770,HI,0,0,0,0.159768,843
2567,random-HI-567,60,1770,HI,0,0,0,0.157617,1031
2568,random-HI-568,60,1770,HI,0,0,0,0.161665,989
2569,random-HI-569,60,1770,HI,0,0,0,0.158554,907
2570,random-HI-570,60,1770,HI,0,0,0,0.160789,893
2571,random-HI-571,60,1770,HI,0,0,0,0.161928,928
2572,random-HI-572,60,1770,HI,0,0,0,0.161608,875
2573,random-HI-573,60,1770,HI,0,0,0,0.156601,935
2574,random-HI-574,60,1770,HI,0,0,0,0.157493,1055
2575,random-HI-575,60,1770,HI,0,0,0,0.168195,961
2576,random-HI-576,60,1770,HI,0,0,0,0.162835,883
2577,random-HI-577,60,1770,HI,0,0,0,0.15663,852
2578,random-HI-578,60,1770,HI,0,0,0,0.157756,1010
2579,random-HI-579,60,1770,HI,0,0,0,0.158285,952
2580,random-HI-580,60,1770,HI,0,0,0,0.253233,844
2581,random-HI-581,60,1770,HI,0,0,0,0.163682,1066
2582,random-HI-582,60,1770,HI,0,0,0,0.215609,831
2583,random-HI-583,60,1770,HI,0,0,0,0.158658,901
2584,random-HI-584,60,1770,HI,0,0,0,0.158584,1048
2585,random-HI-585,60,1770,HI,0,0,0,0.152549,899
2586,random-HI-586,60,1770,HI,0,0,0,0.159766,841
2587,random-HI-587,60,1770,HI,0,0,0,0.170511,905
2588,random-HI-588,60,1770,HI,0,0,0,0.15921,819
2589,random-HI-589,60,1770,HI,0,0,0,0.158617,999
2590,random-HI-590,60,1770,HI,0,0,0,0.151484,1016
2591,random-HI-591,60,1770,HI,0,0,0,0.157606,1036
2592,random-HI-592,60,1770,HI,0,0,0,0.159845,969
2593,random-HI-593,60,1770,HI,0,0,0,0.159545,875
2594,random-HI-594,60,1770,HI,0,0,0,0.156757,898
2595,random-HI-595,60,1770,HI,0,0,0,0.158717,1022
2596,random-HI-596,60,1770,HI,0,0,0,0.156593,924
2597,random-HI-597,60,1770,HI,0,0,0,0.157933,811
2598,random-HI-598,60,1770,HI,0,0,0,0.15534,1032
2599,random-HI-599,60,1770,HI,0,0,0,0.159949,881
2600,random-HI-600,70,2415,HI,0,0,0,0.246179,1225
2601,random-HI-601,70,2415,HI,0,0,0,0.240398,1157
2602,random-HI-602,70,2415,HI,0,0,0,0.23528,1045
2603,random-HI-603,70,2415,HI,0,0,0,0.244024,1301
2604,random-HI-604,70,2415,HI,0,0,0,0.242344,1167
2605,random-HI-605,70,2415,HI,0,0,0,0.251169,1192
2606,random-HI-606,70,2415,HI,0,0,0,0.247668,1151
2607,random-HI-607,70,2415,HI,0,0,0,0.241265,1362
2608,random-HI-608,70,2415,HI,0,0,0,0.245517,1391
2609,random-HI-609,70,2415,HI,0,0,0,0.24311,1103
2610,random-HI-610,70,2415,HI,0,0,0,0.23612,1037
2611,random-HI-611,70,2415,HI,0,0,0,0.243371,1061
2612,random-HI-612,70,2415,HI,0,0,0,0.24878,1169
2613,random-HI-613,70,2415,HI,0,0,0,0.243415,1106
2614,random-HI-614,70,2415,HI,0,0,0,0.241381,1242
2615,random-HI-615,70,2415,HI,0,0,0,0.238698,1243
2616,random-HI-616,70,2415,HI,0,0,0,0.236703,1047
2617,random-HI-617,70,2415,HI,0,0,0,0.248842,1285
2618,random-HI-618,70,2415,HI,0,0,0,0.245277,1024
2619,random-HI-619,70,2415,HI,0,0,0,0.241319,1043
2620,random-HI-620,70,2415,HI,0,0,0,0.241531,1107
2621,random-HI-621,70,2415,HI,0,0,0,0.245529,1251
2622,random-HI-622,70,2415,HI,0,0,0,0.244125,1008
2623,random-HI-623,70,2415,HI,0,0,0,0.245961,1043
2624,random-HI-624,70,2415,HI,0,0,0,0.257118,1242
2625,random-HI-625,70,2415,HI,0,0,0,0.241886,1262
2626,random-HI-626,70,2415,HI,0,0,0,0.246212,1160
2627,random-HI-627,70,2415,HI,0,0,0,0.245213,1167
2628,random-HI-628,70,2415,HI,0,0,0,0.241814,1104
2629,random-HI-629,70,2415,HI,0,0,0,0.246933,1274
2630,random-HI-630,70,2415,HI,0,0,0,0.241255,1126
2631,random-HI-631,70,2415,HI,0,0,0,0.241631,1191
2632,random-HI-632,70,2415,HI,0,0,0,0.272744,1321
2633,random-HI-633,70,2415,HI,0,0,0,0.24258,1233
2634,random-HI-634,70,2415,HI,0,0,0,0.250456,1319
2635,random-HI-635,70,2415,HI,0,0,0,0.244144,1093
2636,random-HI-636,70,2415,HI,0,0,0,0.237997,1116
2637,random-HI-637,70,2415,HI,0,0,0,0.241314,1108
2638,random-HI-638,70,2415,HI,0,0,0,0.236843,1128
2639,random-HI-639,70,2415,HI,0,0,0,0.24487,1380
2640,random-HI-640,70,2415,HI,0,0,0,0.243847,1197
2641,random-HI-641,70,2415,HI,0,0,0,0.239752,1088
2642,random-HI-642,70,2415,HI,0,0,0,0.246849,1060
2643,random-HI-643,70,2415,HI,0,0,0,0.237198,1253
2644,random-HI-644,70,2415,HI,0,0,0,0.244533,1226
2645,random-HI-645,70,2415,HI,0,0,0,0.245975,1281
2646,random-HI-646,70,2415,HI,0,0,0,0.246647,1182
2647,random-HI-647,70,2415,HI,0,0,0,0.242713,1136
2648,random-HI-648,70,2415,HI,0,0,0,0.249767,1210
2649,random-HI-649,70,2415,HI,0,0,0,0.244269,1292
2650,random-HI-650,70,2415,HI,0,0,0,0.239997,1122
2651,random-HI-651,70,2415,HI,0,0,0,0.243713,1386
2652,random-HI-652,70,2415,HI,0,0,0,0.244542,1274
2653,random-HI-653,70,2415,HI,0,0,0,0.242005,1157
2654,random-HI-654,70,2415,HI,0,0,0,0.240127,1192
2655,random-HI-655,70,2415,HI,0,0,0,0.243042,1149
2656,random-HI-656,70,2415,HI,0,0,0,0.243676,1215
2657,random-HI-657,70,2415,HI,0,0,0,0.243889,1139
2658,random-HI-658,70,2415,HI,0,0,0,0.245815,1136
2659,random-HI-659,70,2415,HI,0,0,0,0.237963,1065
2660,random-HI-660,70,2415,HI,0,0,0,0.243596,1018
2661,random-HI-661,70,2415,HI,0,0,0,0.236867,1098
2662,random-HI-662,70,2415,HI,0,0,0,0.242464,1138
2663,random-HI-663,70,2415,HI,0,0,0,0.244008,1177
2664,random-HI-664,70,2415,HI,0,0,0,0.242087,1321
2665,random-HI-665,70,2415,HI,0,0,0,0.245865,1111
2666,random-HI-666,70,2415,HI,0,0,0,0.239966,1162
2667,random-HI-667,70,2415,HI,0,0,0,0.249886,1163
2668,random-HI-668,70,2415,HI,0,0,0,0.239462,1173
2669,random-HI-669,70,2415,HI,0,0,0,0.250134,1060
2670,random-HI-670,70,2415,HI,0,0,0,0.240433,1262
2671,random-HI-671,70,2415,HI,0,0,0,0.243796,1146
2672,random-HI-672,70,2415,HI,0,0,0,0.246383,1159
2673,random-HI-673,70,2415,HI,0,0,0,0.243577,1263
2674,random-HI-674,70,2415,HI,0,0,0,0.2365,1182
2675,random-HI-675,70,2415,HI,0,0,0,0.246095,1131
2676,random-HI-676,70,2415,HI,0,0,0,0.243804,1156
2677,random-HI-677,70,2415,HI,0,0,0,0.246325,1224
2678,random-HI-678,70,2415,HI,0,0,0,0.24654,1346
2679,random-HI-679,70,2415,HI,0,0,0,0.243625,1155
2680,random-HI-680,70,2415,HI,0,0,0,0.238633,1058
2681,random-HI-681,70,2415,HI,0,0,0,0.249147,1044
2682,random-HI-682,70,2415,HI,0,0,0,0.252535,1074
2683,random-HI-683,70,2415,HI,0,0,0,0.245203,1141
2684,random-HI-684,70,2415,HI,0,0,0,0.241072,1191
2685,random-HI-685,70,2415,HI,0,0,0,0.242361,1076
2686,random-HI-686,70,2415,HI,0,0,0,0.239885,1233
2687,random-HI-687,70,2415,HI,0,0,0,0.252158,1215
2688,random-HI-688,70,2415,HI,0,0,0,0.24439,1271
2689,random-HI-689,70,2415,HI,0,0,0,0.238217,1075
2690,random-HI-690,70,2415,HI,0,0,0,0.25107,1388
2691,random-HI-691,70,2415,HI,0,0,0,0.244836,1188
2692,random-HI-692,70,2415,HI,0,0,0,0.248894,1170
2693,random-HI-693,70,2415,HI,0,0,0,0.241083,1103
2694,random-HI-694,70,2415,HI,0,0,0,0.236424,1122
2695,random-HI-695,70,2415,HI,0,0,0,0.242194,1263
2696,random-HI-696,70,2415,HI,0,0,0,0.240874,1106
2697,random-HI-697,70,2415,HI,0,0,0,0.241659,1050
2698,random-HI-698,70,2415,HI,0,0,0,0.254792,1176
2699,random-HI-699,70,2415,HI,0,0,0,0.253062,1222
2700,random-HI-700,80,3160,HI,0,0,0,0.345538,1587
2701,random-HI-701,80,3160,HI,0,0,0,0.347575,1335
2702,random-HI-702,80,3160,HI,0,0,0,0.353279,1141
2703,random-HI-703,80,3160,HI,0,0,0,0.352418,1341
2704,random-HI-704,80,3160,HI,0,0,0,0.350421,1449
2705,random-HI-705,80,3160,HI,0,0,0,0.357909,1408
2706,random-HI-706,80,3160,HI,0,0,0,0.353711,1361
2707,random-HI-707,80,3160,HI,0,0,0,0.352233,1373
2708,random-HI-708,80,3160,HI,0,0,0,0.361476,1458
2709,random-HI-709,80,3160,HI,0,0,0,0.353627,1229
2710,random-HI-710,80,3160,HI,0,0,0,0.353727,1324
2711,random-HI-711,80,3160,HI,0,0,0,0.35331,1499
2712,random-HI-712,80,3160,HI,0,0,0,0.350753,1473
2713,random-HI-713,80,3160,HI,0,0,0,0.348092,1381
2714,random-HI-714,80,3160,HI,0,0,0,0.360762,1353
2715,random-HI-715,80,3160,HI,0,0,0,0.348493,1374
2716,random-HI-716,80,3160,HI,0,0,0,0.357064,1300
2717,random-HI-717,80,3160,HI,0,0,0,0.34582,1306
2718,random-HI-718,80,3160,HI,0,0,0,0.357393,1150
2719,random-HI-719,80,3160,HI,0,0,0,0.345655,1423
2720,random-HI-720,80,3160,HI,0,0,0,0.347027,1263
2721,random-HI-721,80,3160,HI,0,0,0,0.364975,1548
2722,random-HI-722,80,3160,HI,0,0,0,0.360781,1494
2723,random-HI-723,80,3160,HI,0,0,0,0.348804,1577
2724,random-HI-724,80,3160,HI,0,0,0,0.352684,1402
2725,random-HI-725,80,3160,HI,0,0,0,0.35525,1365
2726,random-HI-726,80,3160,HI,0,0,0,0.35089,1342
2727,random-HI-727,80,3160,HI,0,0,0,0.392197,1521
2728,random-HI-728,80,3160,HI,0,0,0,0.343305,1440
2729,random-HI-729,80,3160,HI,0,0,0,0.365267,1524
2730,random-HI-730,80,3160,HI,0,0,0,0.350581,1394
2731,random-HI-731,80,3160,HI,0,0,0,0.356045,1057
2732,random-HI-732,80,3160,HI,0,0,0,0.348291,1529
2733,random-HI-733,80,3160,HI,0,0,0,0.356262,1381
2734,random-HI-734,80,3160,HI,0,0,0,0.36455,1435
2735,random-HI-735,80,3160,HI,0,0,0,0.354294,1290
2736,random-HI-736,80,3160,HI,0,0,0,0.351769,1471
2737,random-HI-737,80,3160,HI,0,0,0,0.350941,1585
2738,random-HI-738,80,3160,HI,0,0,0,0.342775,1498
2739,random-HI-739,80,3160,HI,0,0,0,0.345851,1514
2740,random-HI-740,80,3160,HI,0,0,0,0.355505,1586
2741,random-HI-741,80,3160,HI,0,0,0,0.347565,1363
2742,random-HI-742,80,3160,HI,0,0,0,0.360508,1285
2743,random-HI-743,80,3160,HI,0,0,0,0.360664,1329
2744,random-HI-744,80,3160,HI,0,0,0,0.353038,1708
2745,random-HI-745,80,3160,HI,0,0,0,0.351763,1536
2746,random-HI-746,80,3160,HI,0,0,0,0.354879,1706
2747,random-HI-747,80,3160,HI,0,0,0,0.34909,1225
2748,random-HI-748,80,3160,HI,0,0,0,0.354144,1435
2749,random-HI-749,80,3160,HI,0,0,0,0.381906,1656
2750,random-HI-750,80,3160,HI,0,0,0,0.349779,1390
2751,random-HI-751,80,3160,HI,0,0,0,0.371,1554
2752,random-HI-752,80,3160,HI,0,0,0,0.35446,1185
2753,random-HI-753,80,3160,HI,0,0,0,0.362401,1308
2754,random-HI-754,80,3160,HI,0,0,0,0.366999,1494
2755,random-HI-755,80,3160,HI,0,0,0,0.353111,1412
2756,random-HI-756,80,3160,HI,0,0,0,0.345983,1627
2757,random-HI-757,80,3160,HI,0,0,0,0.360332,1649
2758,random-HI-758,80,3160,HI,0,0,0,0.348509,1493
2759,random-HI-759,80,3160,HI,0,0,0,0.350875,1257
2760,random-HI-760,80,3160,HI,0,0,0,0.355836,1367
2761,random-HI-761,80,3160,HI,0,0,0,0.346689,1610
2762,random-HI-762,80,3160,HI,0,0,0,0.363535,1471
2763,random-HI-763,80,3160,HI,0,0,0,0.351085,1459
2764,random-HI-764,80,3160,HI,0,0,0,0.355148,1511
2765,random-HI-765,80,3160,HI,0,0,0,0.349736,1365
2766,random-HI-766,80,3160,HI,0,0,0,0.35615,1271
2767,random-HI-767,80,3160,HI,0,0,0,0.349983,1306
2768,random-HI-768,80,3160,HI,0,0,0,0.350574,1603
2769,random-HI-769,80,3160,HI,0,0,0,0.347703,1425
2770,random-HI-770,80,3160,HI,0,0,0,0.352951,1262
2771,random-HI-771,80,3160,HI,0,0,0,0.346425,1409
2772,random-HI-772,80,3160,HI,0,0,0,0.363081,1561
2773,random-HI-773,80,3160,HI,0,0,0,0.351146,1324
2774,random-HI-774,80,3160,HI,0,0,0,0.348117,1312
2775,random-HI-775,80,3160,HI,0,0,0,0.355394,1388
2776,random-HI-776,80,3160,HI,0,0,0,0.353461,1607
2777,random-HI-777,80,3160,HI,0,0,0,0.360728,1405
2778,random-HI-778,80,3160,HI,0,0,0,0.356008,1482
2779,random-HI-779,80,3160,HI,0,0,0,0.358816,1402
2780,random-HI-780,80,3160,HI,0,0,0,0.360649,1422
2781,random-HI-781,80,3160,HI,0,0,0,0.346653,1254
2782,random-HI-782,80,3160,HI,0,0,0,0.35586,1371
2783,random-HI-783,80,3160,HI,0,0,0,0.357479,1482
2784,random-HI-784,80,3160,HI,0,0,0,0.355304,1512
2785,random-HI-785,80,3160,HI,0,0,0,0.353237,1434
2786,random-HI-786,80,3160,HI,0,0,0,0.352954,1563
2787,random-HI-787,80,3160,HI,0,0,0,0.351035,1417
2788,random-HI-788,80,3160,HI,0,0,0,0.427272,1474
2789,random-HI-789,80,3160,HI,0,0,0,0.348539,1528
2790,random-HI-790,80,3160,HI,0,0,0,0.356996,1371
2791,random-HI-791,80,3160,HI,0,0,0,0.353404,1491
2792,random-HI-792,80,3160,HI,0,0,0,0.355886,1609
2793,random-HI-793,80,3160,HI,0,0,0,0.360129,1707
2794,random-HI-794,80,3160,HI,0,0,0,0.362532,1384
2795,random-HI-795,80,3160,HI,0,0,0,0.350521,1371
2796,random-HI-796,80,3160,HI,0,0,0,0.353326,1377
2797,random-HI-797,80,3160,HI,0,0,0,0.349355,1391
2798,random-HI-798,80,3160,HI,0,0,0,0.356365,1362
2799,random-HI-799,80,3160,HI,0,0,0,0.355432,1396
2800,random-HI-800,90,4005,HI,0,0,0,0.491577,1685
2801,random-HI-801,90,4005,HI,0,0,0,0.491826,1568
2802,random-HI-802,90,4005,HI,0,0,0,0.498436,1567
2803,random-HI-803,90,4005,HI,0,0,0,0.494173,1699
2804,random-HI-804,90,4005,HI,0,0,0,0.508373,1914
2805,random-HI-805,90,4005,HI,0,0,0,0.490978,1648
2806,random-HI-806,90,4005,HI,0,0,0,0.483687,1274
2807,random-HI-807,90,4005,HI,0,0,0,0.488237,1538
2808,random-HI-808,90,4005,HI,0,0,0,0.792152,1751
2809,random-HI-809,90,4005,HI,0,0,0,0.485049,1631
2810,random-HI-810,90,4005,HI,0,0,0,0.503865,1741
2811,random-HI-811,90,4005,HI,0,0,0,0.487824,1870
2812,random-HI-812,90,4005,HI,0,0,0,0.489203,1934
2813,random-HI-813,90,4005,HI,0,0,0,0.492291,1811
2814,random-HI-814,90,4005,HI,0,0,0,0.491177,1778
2815,random-HI-815,90,4005,HI,0,0,0,0.493337,1724
2816,random-HI-816,90,4005,HI,0,0,0,0.486584,1689
2817,random-HI-817,90,4005,HI,0,0,0,0.481289,1588
2818,random-HI-818,90,4005,HI,0,0,0,0.495537,1580
2819,random-HI-819,90,4005,HI,0,0,0,0.488719,1590
2820,random-HI-820,90,4005,HI,0,0,0,0.483171,1579
2821,random-HI-821,90,4005,HI,0,0,0,0.492705,1833
2822,random-HI-822,90,4005,HI,0,0,0,0.492857,1636
2823,random-HI-823,90,4005,HI,0,0,0,0.486636,1773
2824,random-HI-824,90,4005,HI,0,0,0,0.509016,1660
2825,random-HI-825,90,4005,HI,0,0,0,0.58501,1703
2826,random-HI-826,90,4005,HI,0,0,0,0.488322,1747
2827,random-HI-827,90,4005,HI,0,0,0,0.500297,1824
2828,random-HI-828,90,4005,HI,0,0,0,1.14035,1736
2829,random-HI-829,90,4005,HI,0,0,0,0.485123,1669
2830,random-HI-830,90,4005,HI,0,0,0,0.499082,1701
2831,random-HI-831,90,4005,HI,0,0,0,0.972701,1761
2832,random-HI-832,90,4005,HI,0,0,0,0.499876,1699
2833,random-HI-833,90,4005,HI,0,0,0,0.489902,1714
2834,random-HI-834,90,4005,HI,0,0,0,0.498567,1773
2835,random-HI-835,90,4005,HI,0,0,0,0.489293,1525
2836,random-HI-836,90,4005,HI,0,0,0,0.489394,1669
2837,random-HI-837,90,4005,HI,0,0,0,0.487291,1637
2838,random-HI-838,90,4005,HI,0,0,0,0.487696,1785
2839,random-HI-839,90,4005,HI,0,0,0,0.487731,1877
2840,random-HI-840,90,4005,HI,0,0,0,0.488163,1729
2841,random-HI-841,90,4005,HI,0,0,0,0.485417,1647
2842,random-HI-842,90,4005,HI,0,0,0,0.481653,1792
2843,random-HI-843,90,4005,HI,0,0,0,0.505281,1561
2844,random-HI-844,90,4005,HI,0,0,0,0.489095,1673
2845,random-HI-845,90,4005,HI,0,0,0,0.489032,1629
2846,random-HI-846,90,4005,HI,0,0,0,0.48792,1627
2847,random-HI-847,90,4005,HI,0,0,0,0.498552,1682
2848,random-HI-848,90,4005,HI,0,0,0,0.500155,1750
2849,random-HI-849,90,4005,HI,0,0,0,0.490033,1785
2850,random-HI-850,90,4005,HI,0,0,0,0.486513,1606
2851,random-HI-851,90,4005,HI,0,0,0,0.495625,1824
2852,random-HI-852,90,4005,HI,0,0,0,0.485028,1714
2853,random-HI-853,90,4005,HI,0,0,0,0.479906,1705
2854,random-HI-854,90,4005,HI,0,0,0,0.494097,1741
2855,random-HI-855,90,4005,HI,0,0,0,0.486032,1699
2856,random-HI-856,90,4005,HI,0,0,0,0.498329,1696
2857,random-HI-857,90,4005,HI,0,0,0,0.496709,1611
2858,random-HI-858,90,4005,HI,0,0,0,0.485261,1504
2859,random-HI-859,90,4005,HI,0,0,0,0.49934,1619
2860,random-HI-860,90,4005,HI,0,0,0,0.481296,1809
2861,random-HI-861,90,4005,HI,0,0,0,0.486377,1646
2862,random-HI-862,90,4005,HI,0,0,0,0.507152,1662
2863,random-HI-863,90,4005,HI,0,0,0,0.480138,1489
2864,random-HI-864,90,4005,HI,0,0,0,0.488244,1807
